fid,field_1,Admin1,Facility_name,Facility_type,Ownership,Latitude,Longitude,LL_source,Sub County,Ward,Level,Operating time,Total In-patient beds,General In-patient beds,Cots,Maternity beds,Emergency casualty bedsc,Intensive Care Unit beds,High Dependency Unit beds,Isolation beds,General theatres,Maternity theatres,Accident and Emergency Casualty Services,Ambulatory Services,Antenatal Care,Blood Services,Cancer Screening,Central Sterile Services Department,Curative Services,Dental services,Emergency Preparedness,Family Planning,Forensic Services,High Dependency Services,HIV/AIDs Prevention And Care Services,ICU Services,Immunisation,Inpatient Services,Integrated Immunization,Integrated Management Of Childhood Illness,Laboratory Services,Leprosy treatment,Maternity Services,Mental Health Services,Mortuary Services,Newborn Care Services,Nutrition Services,Occupational Therapy,Oncology Services,Opthalmic Services,Orthopaedic Technology Services,Pharmacy Services,Physiotherapy,Postnatal Care Services,Radiology and Imaging,Rehabilitation Services,Renal Services,Services For Gender Based Violence Survivors,Specialized In-Patient Services,Specialised Outpatient care,Theatre Services,Tuberculosis Diagnosis and Treatments,Youth Friendly Services
105,Kenya,Nairobi,Juja Road Hospital (Nairobi),Primary Care Hospital,Private Practice,-1.27205,36.84026,KMHFR,Starehe,Pangani,4,24 hours,6,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
443,Kenya,Nairobi,Comprehensive Pine Medical Center,Medical Clinic,Private Practice,-1.27149,36.91858,KMHFR,Kayole Central,Embakasi Central,3,24 hours + Weekends,8,4,0,4,0,0,0,0,0,0,No,No,Yes,No,No,,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No
495,Kenya,Nairobi,Imani Bridgevall Healthcare,Medical Center,Private Practice,-1.29943,36.90999,KMHFR,Embakasi East,Utawala,3,24 hours + Weekends,12,0,0,12,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
624,Kenya,Nairobi,Nomza Medix Centre,Medical Clinic,Private Practice,-1.31939,36.88929,KMHFR,Embakasi South,Kware,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
55,Kenya,Nairobi,St Teresa Parish Dispensary,Dispensary,Faith Based Organization,-1.26826,36.84822,KMHFR,Kamukunji,Estleigh North,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21,Kenya,Nairobi,Globcare Hospital Limited,Primary care hospital,Private Practice,-1.27698,36.85221,KMHFR,Kamukunji,Airbase,4,24 hours,44,0,0,0,3,6,6,0,1,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No
440,Kenya,Nairobi,Arrow Web Maternity And Nursing Home,Medical Clinic,Private Practice,-1.26843,36.9211,KMHFR,Kayole Central,Embakasi Central,3,24 hours + Weekends,14,0,2,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
368,Kenya,Nairobi,Marura Nursing Home,Nursing Home,Private Practice,-1.24875,36.871,KMHFR,Mathare North,Ruaraka,3,24 hours + Weekends,32,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
468,Kenya,Nairobi,Afya Bora Medical Clinic,Medical Clinic,Private Practice,-1.2644,36.75237,KMHFR,Kangemi,Westlands,3,24 hours,1,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
737,Kenya,Nairobi,Victory Medical Center,Medical Clinic,Private Practice,-1.2787,36.88885,KMHFR,Embakasi West,Umoja I,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
559,Kenya,Nairobi,Kenya Airways Pride Clinic,Dispensary,Ministry of Health,-1.30804,36.94557,KMHFR,Embakasi East,Embakasi,2,24 hours,4,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
1019,Kenya,Nairobi,The Optimum Centre For Specialized Treatment,Nursing Home,Private Practice,-1.3419,36.73674,KMHFR,Lang'ata,Karen,3,24 hours,20,0,0,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
726,Kenya,Nairobi,St Mary's Medical Clinic (Umoja II),Medical Clinic,Private Practice,-1.28031,36.8912,KMHFR,Embakasi West,Umoja II,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
589,Kenya,Nairobi,East Mark Medical Centre,Medical Center,Private Practice,-1.29241,36.89986,KMHFR,Embakasi East,Upper Savannah,3,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
303,Kenya,Nairobi,Kwetu Home of Peace Dispensary,Dispensary,Private Practice,-1.28825,37.02915,KMHFR,Ruai,Kasarani,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
372,Kenya,Nairobi,Rema Medical Services-Mathare North,Medical Clinic,Private Practice,-1.24613,36.86856,KMHFR,Mathare North,Ruaraka,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
554,Kenya,Nairobi,Vebeneza Medical Clinic,Medical Clinic,Private Practice,-1.30812,36.91027,KMHFR,Embakasi East,Embakasi,2,24 hours + Weekends,3,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
177,Kenya,Nairobi,Serenova Hospital Limited,Medical Center,Private Practice,-1.25468,36.87602,KMHFR,Mathare,Kiamaiko,3,24 hours,0,10,0,3,0,0,1,1,0,0,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
225,Kenya,Nairobi,Bahati Hospital,Secondary Care Hospital,Ministry of Health,-1.28891,36.86299,KMHFR,Makadara,Maringo/Hamza,4,24 hours,24,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
895,Kenya,Nairobi,Local Aid Medical Clinic,Medical Clinic,Private Practice,-1.30084,36.7435,KMHFR,Dagoretti South,Ngando,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
586,Kenya,Nairobi,Equity Afya Donholm,Medical Center,Private Practice,-1.29902,36.89148,KMHFR,Embakasi East,Upper Savannah,3,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
779,Kenya,Nairobi,Jamii Clinic (Westlands),Medical Clinic,Private Practice,-1.26501,36.8033,KMHFR,Westlands,Kitisuru,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
678,Kenya,Nairobi,Mukuru Mmm Clinic,Dispensary,Faith Based Organization,-1.3267,36.88656,KMHFR,Embakasi South,Kwa Njenga,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
944,Kenya,Nairobi,Uzima VCT Centre,VCT,Non-Governmental Organization,-1.30687,36.83282,KMHFR,Kibra,Woodley/Kenyatta Golf Course,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
719,Kenya,Nairobi,Dandora (EDARP) Clinic,Dispensary,Faith Based Organization,-1.25734,36.89614,KMHFR,Embakasi West,Mowlem,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
392,Kenya,Nairobi,Hope Tunza Medical Center,Medical Center,Private Practice,-1.24685,36.88544,KMHFR,Babadogo,Ruaraka,3,24 hours + Weekends,12,0,0,12,1,0,0,0,0,0,No,No,Yes,Yes,No,No,Yes,No,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
613,Kenya,Nairobi,Mama Margaret Uhuru Hospital,Secondary Care Hospital,Ministry of Health,-1.24608,36.8871,KMHFR,Embakasi North,Kariobangi North,5,24 hours + Weekends,350,0,20,35,12,2,2,20,1,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
1120,Kenya,Nairobi,Professor Wasuna Clinic,Medical Clinic,Private Practice,-1.26223,36.8179,KMHFR,Westlands,Parklands,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
424,Kenya,Nairobi,Maria Maternity and Nursing Home,Nursing and Maternity Home,Private Practice,-1.26843,36.9211,KMHFR,Kayole South,Embakasi Central,3,24 hours + Weekends,20,0,4,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
956,Kenya,Nairobi,Revival Home Based Care Clinic,Dispensary,Faith Based Organization,-1.31562,36.7754,KMHFR,Kibra,Sarang'ombe,2,24 hours,4,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
110,Kenya,Nairobi,Muthaiga Square Clinic Limited,Medical Center,Private Practice,-1.26743,36.83874,KMHFR,Starehe,Pangani,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
453,Kenya,Nairobi,Sapta Kayole,Medical Clinic,Non-Governmental Organization,-1.26656,36.9159,KMHFR,Kayole North,Embakasi Central,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
746,Kenya,Nairobi,Tia Clinics,Medical Clinic,Private Practice,-1.25787,36.83317,KMHFR,Westlands,Karura,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
801,Kenya,Nairobi,Eye and Opthalmic Ltd,Primary Care Hospital,Private Practice,-1.26148,36.7944,KMHFR,Dagoretti North,Kileleshwa,4,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
608,Kenya,Nairobi,Dandora Medical and Laboratory Services (Kojwang),Medical Clinic,Private Practice,-1.24586,36.90709,KMHFR,Embakasi North,Dandora Area III,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
98,Kenya,Nairobi,Kariokor Clinic,Medical Clinic,Private Practice,-1.2789,36.83661,KMHFR,Starehe,Ziwani/Kariokor,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
571,Kenya,Nairobi,Tranquil Olympian Ultracare House,Medical Clinic,Private Practice,-1.28587,36.90929,KMHFR,Embakasi East,Lower Savannah,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
829,Kenya,Nairobi,Vivalife Healthcare Limited,Medical Center,Private Practice,-1.27341,36.80564,KMHFR,Dagoretti North,Kilimani,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
545,Kenya,Nairobi,Getrude Embakasi Clinic,Medical Clinic,Private Practice,-1.3301,36.8894,KMHFR,Embakasi East,Embakasi,2,24 hours + Weekends,6,0,4,0,0,0,0,0,0,0,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
259,Kenya,Nairobi,Precious Life Medical Clinic (Ruai),Medical Clinic,Private Practice,-1.26578,36.98673,KMHFR,Ruai,Kasarani,2,24 hours,15,0,0,0,0,0,0,0,0,0,No,No,yes,No,No,No,yes,No,No,yes,No,No,yes,No,No,No,yes,yes,No,No,yes,No,No,No,No,No,No,No,No,yes,No,yes,No,No,No,No,No,No,No,No,No
76,Kenya,Nairobi,South B Dental Centre,Dental Clinic,Private Practice,-1.30759,36.8329,KMHFR,Starehe,Nairobi South,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1097,Kenya,Nairobi,Mediearth Lifecare Ltd,Medical Center,Private Practice,-1.26197,36.8226,KMHFR,Westlands,Parklands,3,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1064,Kenya,Nairobi,Lang'ata Comprehensive Medical Service,Medical Clinic,Private Practice,-1.32689,36.7896,KMHFR,Lang'ata,Mugumo-ini,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
989,Kenya,Nairobi,Mercilin Afya Centre,Basic Health Centre,Private Practice,-1.31299,36.7844,KMHFR,Kibra,Lindi,3,24 hours,5,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1043,Kenya,Nairobi,Mtaani VCT & Outreach Services,VCT,Ministry of Health,-1.30247,36.80277,KMHFR,Lang'ata,Nyayo Highrise,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
536,Kenya,Nairobi,Checkups Medical Centre Limited JKIA,Medical Clinic,Private Practice,-1.34171,36.91662,KMHFR,Embakasi East,Embakasi,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
656,Kenya,Nairobi,MC Finely Health Care,Medical Clinic,Private Practice,-1.32127,36.89714,KMHFR,Embakasi South,Pipeline,2,24 hours + Weekends,13,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
1104,Kenya,Nairobi,Medanta Africare Medical Centre (Waiyaki Way),Medical Center,Private Practice,-1.29183,36.80764,KMHFR,Westlands,Parklands,3,24 hours,13,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
877,Kenya,Nairobi,Glory Health Clinic,Medical Clinic,Private Practice,-1.2919,36.74829,KMHFR,Dagoretti South,Riruta,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
902,Kenya,Nairobi,Kenyatta National Hospital,Comprehensive Teaching and Tertiary Referal Hospital,Ministry of Health,-1.30088,36.80734,KMHFR,Kibra,Woodley/Kenyatta Golf Course,6,24 hours,1455,0,427,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
903,Kenya,Nairobi,Mbagathi County Referral Hospital,Secondary Care Hospital,Ministry of Health,-1.30793,36.80317,KMHFR,Kibra,Woodley/Kenyatta Golf Course,5,24 hours,200,0,10,20,7,0,0,30,2,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No
189,Kenya,Nairobi,Mathare Police Depot Dispensary,Dispensary,Ministry of Health,-1.25904,36.8495,KMHFR,Mathare,Hospital,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
475,Kenya,Nairobi,Mihang'O Community Health Centre,Comprehensive Health Centre,Ministry of Health,-1.28106,36.94689,KMHFR,Embakasi East,Mihango,2,24 hours,3,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
1076,Kenya,Nairobi,Eden Dispensary,Medical Clinic,Private Practice,-1.32817,36.78912,KMHFR,Lang'ata,Mugumo-ini,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
429,Kenya,Nairobi,St Begson Clinic,Medical Clinic,Private Practice,-1.28427,36.91502,KMHFR,Kayole South,Embakasi Central,2,24 hours + Weekends,5,0,2,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
95,Kenya,Nairobi,Meridian Medical Centre (Kileleshwa),Medical Clinic,Private Practice,-1.28362,36.81762,KMHFR,Starehe,Landimawe,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
456,Kenya,Nairobi,Penda Medical Center Kangemi,Medical Clinic,Private Practice,-1.26638,36.74884,KMHFR,Kangemi,Westlands,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No
34,Kenya,Nairobi,Hope Worldwide Kenya Kiambiu Site,Medical Clinic,Non-Governmental Organization,-1.27551,36.87381,KMHFR,Kamukunji,Eastleigh south,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1067,Kenya,Nairobi,Eagle Wings Medical Centre,Medical Clinic,Private Practice,-1.32689,36.7896,KMHFR,Lang'ata,Mugumo-ini,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
